Date,Ticker,Close,daily_change,rolling_vol_5d,rolling_vol_10d,rolling_vol_20d
2024-01-04,KYMR,27.219999313354492,18.864627802563593,20.173279132578106,20.173279132578106,20.173279132578106
2024-01-04,PTON,6.130000114440918,13.940520149560243,15.203261331130664,15.203261331130664,15.203261331130664
2024-01-04,SOFI,8.420000076293945,1.3237021795760695,10.754885396697418,10.754885396697418,10.754885396697418
2024-01-04,JBLU,5.320000171661377,7.9107577465004075,10.155731744208174,10.155731744208174,10.155731744208174
2024-01-04,LESL,136.0,4.776576889424211,8.152549602645006,8.152549602645006,8.152549602645006
2024-01-04,CIFR,4.190000057220459,6.615775726380413,8.102306514188369,8.102306514188369,8.102306514188369
2024-01-04,RKLB,5.46999979019165,7.254899852507712,7.926456916874773,7.926456916874773,7.926456916874773
2024-01-04,FUBO,2.9700000286102295,2.4137907220975086,7.318766198901792,7.318766198901792,7.318766198901792
2024-01-04,MARA,26.270000457763672,12.073378239024146,6.964447975932873,6.964447975932873,6.964447975932873
2024-01-04,PODD,199.80999755859375,2.6456353640184505,6.757022255391594,6.757022255391594,6.757022255391594
2024-01-04,DG,128.83201599121094,2.650811789226215,6.481702802681484,6.481702802681484,6.481702802681484
2024-01-04,APA,31.266016006469727,-7.346945858058874,6.448317597964072,6.448317597964072,6.448317597964072
2024-01-04,SHAK,69.97000122070312,2.2056706929944214,6.23767897499233,6.23767897499233,6.23767897499233
2024-01-04,GOEV,98.16400146484375,-7.9378746839659176,6.166309775974577,6.166309775974577,6.166309775974577
2024-01-04,OLLI,70.77999877929688,1.4621511064098147,6.0880166232064665,6.0880166232064665,6.0880166232064665
2024-01-04,W,56.25,2.198399462837397,6.064879742441561,6.064879742441561,6.064879742441561
2024-01-04,CCL,16.850000381469727,3.0581039041850833,6.006713219069254,6.006713219069254,6.006713219069254
2024-01-04,APPN,33.9900016784668,2.6578104859354967,5.964233243932672,5.964233243932672,5.964233243932672
2024-01-04,CELH,56.54999923706055,2.149563969633461,5.916177672986555,5.916177672986555,5.916177672986555
2024-01-04,NVAX,5.159999847412109,5.521472153343043,5.872365590682748,5.872365590682748,5.872365590682748
2024-01-04,BJRI,32.52000045776367,0.030766338809207205,5.573586649576143,5.573586649576143,5.573586649576143
2024-01-04,RIOT,15.859999656677246,5.45212564430877,5.55302496116061,5.55302496116061,5.55302496116061
2024-01-04,UPST,33.95000076293945,-2.4705560942936966,5.524585511466121,5.524585511466121,5.524585511466121
2024-01-04,CHPT,42.20000076293945,2.4271844210729476,5.300691935211802,5.300691935211802,5.300691935211802
2024-01-04,WAT,307.3699951171875,0.4871159312769935,5.23751142743019,5.23751142743019,5.23751142743019
2024-01-04,NCLH,17.649999618530273,1.9053113713660697,5.20701182767647,5.20701182767647,5.20701182767647
2024-01-04,SDGR,32.189998626708984,-0.6788066082656585,4.99490805464698,4.99490805464698,4.99490805464698
2024-01-04,EXAS,71.2300033569336,1.8444393344253518,4.975375917559204,4.975375917559204,4.975375917559204
2024-01-04,HBI,4.239999771118164,0.9523800873701971,4.944549102487921,4.944549102487921,4.944549102487921
2024-01-04,VNO,26.757431030273438,1.9428037257672726,4.872345902785047,4.872345902785047,4.872345902785047
2024-01-04,AEO,19.288684844970703,1.9715339946757782,4.831174056859623,4.831174056859623,4.831174056859623
2024-01-04,DOCS,28.0,2.4890201785200183,4.830073996403311,4.830073996403311,4.830073996403311
2024-01-04,WWW,7.394981384277344,-2.0304530368228546,4.784186210732662,4.784186210732662,4.784186210732662
2024-01-04,ALGN,261.3599853515625,2.0060823145621187,4.757895750034838,4.757895750034838,4.757895750034838
2024-01-04,TRIP,21.139999389648438,3.5766758828706724,4.711518882407704,4.711518882407704,4.711518882407704
2024-01-04,S,23.5,-1.3019717467268488,4.70998501257743,4.70998501257743,4.70998501257743
2024-01-04,CROX,89.77999877929688,1.2289957243047045,4.699785691859148,4.699785691859148,4.699785691859148
2024-01-04,ANF,92.5,4.213607225954452,4.689708563253941,4.689708563253941,4.689708563253941
2024-01-04,MPC,147.07135009765625,-2.8437536697684673,4.577314542111619,4.577314542111619,4.577314542111619
2024-01-04,CAVA,40.66999816894531,3.040275933948422,4.57198691110961,4.57198691110961,4.57198691110961
2024-01-04,HALO,36.54999923706055,2.1520415987526853,4.5665008700236545,4.5665008700236545,4.5665008700236545
